Account, LUEs, InstalledMonth
010-0181106,1,563
010-0181200,1,549
010-0181300,1,550
010-0181400,1,583
010-0181500,1,544
010-0181600,1,547
010-0181700,1,547
010-0181800,1,547
010-0181803,1,559
010-0181807,1,645
010-0181891,1,592
010-0181892,1,560
010-0181895,1,573
010-0181896,1,569
010-0181897,1,569
010-0181898,1,569
010-0181899,1,568
010-0181900,1,549
010-0181901,1,569
010-0181903,1,570
010-0181905,1,569
010-0182000,1,548
010-0182100,1,551
010-0182200,1,550
010-0182300,1,549
010-0182400,1,544
010-0182500,1,549
010-0182600,1,548
010-0182700,1,549
010-0182800,1,550
010-0182900,1,550
010-0183000,1,550
010-0183100,1,561
010-0183200,1,551
010-0183300,1,551
010-0183400,1,551
010-0183500,1,544
010-0183600,1,543
010-0183700,1,559
010-0183800,1,561
010-0183900,1,630
010-0184000,1,547
010-0184100,1,588
010-0184200,1,548
010-0184300,1,551
010-0184400,1,546
010-0184500,1,547
010-0184600,1,544
010-0184700,1,551
010-0184710,1,556
010-0184800,1,547
010-0184900,1,548
010-0184901,1,584
010-0185000,1,546
010-0185100,1,546
010-0185200,1,549
010-0185300,1,549
010-0185400,1,549
010-0185500,1,549
010-0185600,1,549
010-0185700,1,545
010-0185800,1,546
010-0185900,1,545
010-0185974,1,609
010-0186000,1,546
010-0186100,1,584
010-0186200,1,544
010-0186300,1,545
010-0186400,1,549
010-0186500,1,546
010-0186600,1,549
010-0186700,1,544
010-0186800,1,546
010-0186900,1,546
010-0187000,1,550
010-0187100,1,544
010-0187200,1,544
010-0187210,1,555
010-0187220,1,555
010-0187221,1,560
010-0187222,1,561
010-0187223,1,561
010-0187224,1,562
010-0187225,1,631
010-0187226,1,566
010-0187227,1,571
010-0187228,1,565
010-0187229,1,629
010-0187230,1,566
010-0187231,1,566
010-0187232,1,566
010-0187233,1,568
010-0187234,1,568
010-0187235,1,571
010-0187237,1,571
010-0187238,1,568
010-0187239,1,568
010-0187240,1,568
010-0187245,1,568
010-0187247,1,571
010-0187248,1,570
010-0187249,1,570
010-0187250,1,570
010-0187252,1,570
010-0187255,1,583
010-0187256,1,579
010-0187257,1,567
010-0187258,1,568
010-0187259,1,582
010-0187261,1,578
010-0187295,1,574
010-0187299,1,580
010-0187300,1,549
010-0187349,1,576
010-0187350,1,579
010-0187359,1,575
010-0187385,1,574
010-0187386,1,574
010-0187387,1,574
010-0187400,1,549
010-0187500,1,545
010-0187600,1,544
010-0187700,1,551
010-0187800,1,551
010-0187805,1,558
010-0187810,1,558
010-0187820,1,561
010-0187822,1,569
010-0187900,1,551
010-0187969,1,582
010-0188000,1,544
010-0188100,1,545
010-0188200,1,544
010-0188300,1,544
010-0188400,1,544
010-0188500,1,546
010-0188569,1,582
010-0188600,1,546
010-0188700,1,547
010-0188800,1,545
010-0188900,1,545
010-0189000,1,546
010-0189100,1,545
010-0189200,1,546
010-0189300,1,544
010-0189400,1,546
010-0189500,1,554
010-0189600,1,554
010-0189674,1,609
010-0189700,1,567
010-0189800,1,554
010-0189900,1,552
010-0190000,1,554
010-0190100,1,555
010-0190195,1,583
010-0190200,1,554
010-0190201,1,562
010-0190202,1,562
010-0190208,1,567
010-0190210,1,557
010-0190215,1,558
010-0190217,1,558
010-0190220,1,558
010-0190221,1,560
010-0190222,1,569
010-0190223,1,564
010-0190225,1,566
010-0190230,1,575
010-0190231,1,569
010-0190232,1,570
010-0190235,1,558
010-0190236,1,561
010-0190237,1,561
010-0190238,1,573
010-0190239,1,562
010-0190240,1,558
010-0190241,1,572
010-0190242,1,571
010-0190243,1,572
010-0190244,1,571
010-0190245,1,558
010-0190246,1,571
010-0190247,1,561
010-0190248,1,572
010-0190249,1,562
010-0190251,1,560
010-0190253,1,572
010-0190254,1,560
010-0190257,1,560
010-0190258,1,573
010-0190259,1,560
010-0190262,1,560
010-0190285,1,570
010-0190286,1,570
010-0190287,1,570
010-0190288,1,576
010-0190289,1,575
010-0190300,1,554
010-0190400,1,553
010-0190412,1,562
010-0190413,1,567
010-0190444,1,572
010-0190446,1,574
010-0190500,1,553
010-0190600,1,553
010-0190700,1,553
010-0190710,1,557
010-0190715,1,557
010-0190720,1,557
010-0190800,1,554
010-0190852,1,563
010-0190853,1,563
010-0190854,1,574
010-0190855,1,563
010-0190856,1,567
010-0190857,1,562
010-0190858,1,562
010-0190859,1,564
010-0190860,1,562
010-0190861,1,574
010-0190862,1,568
010-0190865,1,568
010-0190880,1,570
010-0190881,1,570
010-0190882,1,575
010-0190883,1,570
010-0190885,1,575
010-0190890,1,572
010-0190891,1,565
010-0190900,1,554
010-0190901,1,565
010-0190902,1,566
010-0190903,1,566
010-0190904,1,564
010-0190905,1,564
010-0190950,1,572
010-0190951,1,572
010-0190955,1,572
010-0190957,1,572
010-0190958,1,572
010-0190959,1,572
010-0190960,1,573
010-0190961,1,578
010-0190963,1,579
010-0190965,1,580
010-0190967,1,582
010-0190968,1,575
010-0190969,1,575
010-0190970,1,582
010-0190971,1,582
010-0190975,1,580
010-0190977,1,582
010-0190978,1,582
010-0190979,1,580
010-0190980,1,580
010-0190981,1,582
010-0190982,1,582
010-0190985,1,580
010-0190986,1,580
010-0190989,1,584
010-0190990,1,584
010-0190991,1,587
010-0190996,1,584
010-0190999,1,579
010-0191000,1,554
010-0191100,1,554
010-0191200,1,554
010-0191203,1,582
010-0191205,1,589
010-0191206,1,586
010-0191300,1,554
010-0191400,1,555
010-0191410,1,556
010-0191420,1,556
010-0191430,1,555
010-0191432,1,559
010-0191434,1,559
010-0191440,1,573
010-0191447,1,557
010-0191448,1,559
010-0191450,1,556
010-0191451,1,561
010-0191455,1,558
010-0191460,1,559
010-0191465,1,558
010-0191467,1,559
010-0191470,1,558
010-0191472,1,559
010-0191474,1,559
010-0191475,1,585
010-0191476,1,559
010-0191478,1,559
010-0191481,1,560
010-0191485,1,563
010-0191486,1,569
010-0191487,1,569
010-0191488,1,569
010-0191489,1,570
010-0191490,1,640
010-0191493,1,570
010-0191495,1,564
010-0191500,1,555
010-0191501,1,557
010-0191503,1,560
010-0191506,1,560
010-0191508,1,560
010-0191509,1,561
010-0191511,1,560
010-0191518,1,565
010-0191519,1,565
010-0191580,1,571
010-0191600,1,596
010-0191700,1,554
010-0191800,1,560
010-0191810,1,556
010-0191815,1,557
010-0191820,1,557
010-0191825,1,564
010-0191830,1,596
010-0191835,1,558
010-0191840,1,562
010-0191890,1,560
010-0191895,1,568
010-0191900,1,555
010-0191903,1,559
010-0191905,1,558
010-0191906,1,606
010-0191907,1,562
010-0191908,1,559
010-0191909,1,562
010-0191910,1,560
010-0191911,1,559
010-0191912,1,560
010-0191913,1,561
010-0191914,1,561
010-0191915,1,562
010-0191916,1,561
010-0191917,1,561
010-0191918,1,606
010-0191919,1,567
010-0191920,1,560
010-0191921,1,560
010-0191922,1,560
010-0191923,1,588
010-0191924,1,562
010-0191925,1,561
010-0191926,1,569
010-0191930,1,567
010-0191931,1,567
010-0191932,1,572
010-0191933,1,567
010-0191935,1,572
010-0191936,1,572
010-0191950,1,566
010-0191951,1,566
010-0191952,1,566
010-0191953,1,576
010-0191954,1,566
010-0191966,1,562
010-0191968,1,569
010-0191969,1,570
010-0191970,1,570
010-0192000,1,555
010-0192100,1,555
010-0192200,1,555
010-0192211,1,561
010-0192300,1,555
010-0192310,1,556
010-0192400,1,555
010-0192500,1,553
010-0192600,1,554
010-0192610,1,556
010-0192700,1,555
010-0192800,1,554
010-0192900,1,554
010-0192901,1,566
010-0192902,1,567
010-0192903,1,568
010-0193000,1,554
010-0193010,1,622
010-0193020,1,556
010-0193030,1,556
010-0193040,1,570
010-0193100,1,554
010-0193200,1,562
010-0193300,1,555
010-0193400,1,562
010-0193402,1,564
010-0193410,1,557
010-0193411,1,566
010-0193412,1,567
010-0193413,1,567
010-0193445,1,567
010-0193446,1,577
010-0193448,1,567
010-0193449,1,570
010-0193450,1,570
010-0193458,1,602
010-0193500,1,554
010-0193586,1,581
010-0193589,1,580
010-0193590,1,581
010-0193596,1,592
010-0193599,1,588
010-0193600,1,554
010-0193610,1,556
010-0193611,1,568
010-0193620,1,564
010-0193685,1,568
010-0193686,1,573
010-0193687,1,569
010-0193688,1,569
010-0193689,1,569
010-0193690,1,569
010-0196978,1,582
010-0199654,1,583
010-0199865,3.3,570
010-0199866,12,570
010-0200100,1,572
010-0200101,1,573
010-0200105,1,573
010-0273151,3.3,630
010-0442277,1,630
010-0444553,1,616
010-0557842,1,614
010-0785412,1,631
010-0845770,1,617
010-0852144,1,621
010-0856974,1,607
010-0963584,12,600
010-0963585,5,600
010-1965600,1,580
010-1965601,1,580
010-1965695,1,582
010-8599733,1,617
010-8599734,12,642
010-8599735,12,642
010-8599736,1,641
010-8599737,12,642
011-0000001,1,577
011-0000002,1,576
011-0000003,1,577
011-0000004,1,582
011-0000005,1,583
011-0000006,1,583
011-0000007,1,583
011-0000016,1,611
011-0000023,1,610
011-0000052,1,581
011-0000053,1,581
011-0000054,1,581
011-0000059,1,585
011-0000061,1,593
011-0000062,1,596
011-0000065,1,584
011-0000066,1,583
011-0000068,1,583
011-0000069,1,588
011-0000075,1,594
011-0000076,1,584
011-0000093,1,581
011-0000095,1,581
011-0000098,1,596
011-0000099,1,596
011-0000100,1,555
011-0000101,1,596
011-0000102,1,603
011-0000103,1,596
011-0000104,1,596
011-0000105,1,596
011-0000111,1,586
011-0000115,1,556
011-0000120,1,556
011-0000156,1,596
011-0000164,1,593
011-0000165,1,598
011-0000168,3.3,597
011-0000169,3.3,597
011-0000195,1,584
011-0000196,1,584
011-0000197,1,584
011-0000205,1,610
011-0000208,1,627
011-0000210,1,605
011-0000211,1,587
011-0000212,1,638
011-0000216,1,598
011-0000238,1,597
011-0000248,1,597
011-0000259,1,602
011-0000261,1,597
011-0000262,1,598
011-0000263,1,597
011-0000265,1,596
011-0000269,1,597
011-0000300,1,552
011-0000308,1,630
011-0000312,1,628
011-0000316,1,628
011-0000326,1,599
011-0000338,1,611
011-0000339,1,610
011-0000340,1,610
011-0000341,1,611
011-0000342,1,612
011-0000396,1,598
011-0000400,1,541
011-0000416,1,630
011-0000487,1,601
011-0000491,1,599
011-0000497,1,607
011-0000498,1,604
011-0000499,1,605
011-0000500,1,540
011-0000504,1,630
011-0000508,1,629
011-0000512,1,637
011-0000516,1,630
011-0000555,1,606
011-0000556,1,609
011-0000557,1,610
011-0000564,1,613
011-0000567,1,596
011-0000569,1,597
011-0000570,1,597
011-0000600,1,540
011-0000604,1,627
011-0000612,1,632
011-0000632,1,604
011-0000654,1,596
011-0000655,1,596
011-0000656,1,596
011-0000658,1,596
011-0000692,1,599
011-0000693,1,599
011-0000694,1,599
011-0000700,1,540
011-0000708,1,633
011-0000712,1,633
011-0000716,1,628
011-0000800,1,543
011-0000804,1,641
011-0000808,1,628
011-0000864,1,609
011-0000892,1,599
011-0000893,1,599
011-0000900,1,541
011-0000904,1,630
011-0000908,1,641
011-0000909,1,640
011-0000912,1,597
011-0000913,1,633
011-0000938,1,611
011-0000939,1,610
011-0000956,1,587
011-0000963,1,610
011-0000965,1,598
011-0000968,1,587
011-0000969,1,596
011-0000970,1,596
011-0000983,1,610
011-0001000,1,541
011-0001100,1,541
011-0001196,1,595
011-0001197,1,600
011-0001198,1,596
011-0001200,1,541
011-0001254,1,596
011-0001255,1,596
011-0001258,1,596
011-0001300,1,541
011-0001365,1,609
011-0001400,1,536
011-0001500,1,536
011-0001563,1,615
011-0001564,1,595
011-0001600,1,536
011-0001602,1,596
011-0001605,1,599
011-0001607,1,599
011-0001659,1,596
011-0001700,1,536
011-0001767,1,572
011-0001800,1,536
011-0001900,1,536
011-0002000,1,536
011-0002100,1,536
011-0002112,1,589
011-0002200,1,536
011-0002300,1,537
011-0002400,1,536
011-0002500,1,536
011-0002543,1,603
011-0002544,1,607
011-0002560,1,566
011-0002568,1,595
011-0002600,1,536
011-0002602,1,557
011-0002604,1,560
011-0002605,1,557
011-0002610,1,566
011-0002615,1,560
011-0002616,1,561
011-0002617,1,560
011-0002618,1,584
011-0002619,1,561
011-0002620,1,561
011-0002621,1,560
011-0002622,1,560
011-0002625,1,566
011-0002628,1,562
011-0002629,1,567
011-0002630,1,560
011-0002650,1,571
011-0002659,1,596
011-0002700,1,536
011-0002800,1,536
011-0002859,1,563
011-0002865,1,564
011-0002900,1,536
011-0003000,1,536
011-0003001,1,630
011-0003100,1,535
011-0003200,1,535
011-0003300,1,535
011-0003345,1,612
011-0003400,1,535
011-0003500,1,535
011-0003600,1,535
011-0003700,1,543
011-0003800,1,534
011-0003900,1,534
011-0004000,1,534
011-0004100,1,543
011-0004200,1,535
011-0004204,1,589
011-0004300,1,540
011-0004400,1,535
011-0004500,1,540
011-0004589,1,591
011-0004600,1,538
011-0004700,1,540
011-0004800,1,539
011-0004820,1,605
011-0004898,1,607
011-0004900,1,532
011-0005000,1,531
011-0005001,1,630
011-0005100,1,531
011-0005200,1,531
011-0005211,1,607
011-0005268,1,601
011-0005299,1,608
011-0005300,1,531
011-0005400,1,531
011-0005498,1,601
011-0005500,1,531
011-0005600,1,532
011-0005645,1,591
011-0005655,1,590
011-0005686,1,597
011-0005692,1,606
011-0005700,1,532
011-0005800,1,529
011-0005900,1,529
011-0005991,1,590
011-0005992,1,591
011-0005993,1,591
011-0006000,1,529
011-0006001,1,627
011-0006100,1,612
011-0006200,1,529
011-0006300,1,528
011-0006326,1,601
011-0006327,1,601
011-0006328,1,601
011-0006344,1,608
011-0006351,1,638
011-0006352,1,606
011-0006400,1,529
011-0006489,1,609
011-0006500,1,528
011-0006521,1,597
011-0006542,1,609
011-0006600,1,575
011-0006684,1,597
011-0006700,1,502
011-0006800,1,621
011-0006893,1,603
011-0006894,1,605
011-0006900,12,609
011-0006953,1,603
011-0007000,1,489
011-0007100,1,489
011-0007200,1,570
011-0007300,1,460
011-0007400,12,563
011-0007452,1,602
011-0007500,1,491
011-0007600,1,478
011-0007700,1,463
011-0007744,1,611
011-0007745,1,614
011-0007800,12,592
011-0007900,1,489
011-0008000,1,475
011-0008001,1,590
011-0008100,1,480
011-0008200,1,489
011-0008300,1,486
011-0008400,1,514
011-0008500,1,481
011-0008541,1,608
011-0008574,1,610
011-0008596,1,609
011-0008600,12,606
011-0008700,1,462
011-0008741,1,602
011-0008800,1,466
011-0008900,1,473
011-0009000,1,498
011-0009001,1,628
011-0009100,1,489
011-0009200,1,466
011-0009300,1,476
011-0009400,1,476
011-0009500,1,483
011-0009545,1,595
011-0009546,1,595
011-0009547,1,596
011-0009563,1,600
011-0009568,1,589
011-0009600,1,476
011-0009650,1,605
011-0009654,1,587
011-0009684,1,609
011-0009700,1,483
011-0009797,1,618
011-0009800,1,476
011-0009826,1,602
011-0009827,1,602
011-0009900,1,469
011-0009912,1,630
011-0009931,1,609
011-0010000,1,492
011-0010100,1,575
011-0010200,1,475
011-0010300,1,476
011-0010400,1,478
011-0010500,1,480
011-0010600,1,498
011-0010700,1,503
011-0010800,1,551
011-0010900,1,475
011-0011000,1,477
011-0011100,1,484
011-0011200,5,492
011-0011300,1,486
011-0011400,1,490
011-0011500,1,598
011-0011600,1,470
011-0011700,1,478
011-0011800,1,465
011-0011900,1,466
011-0012000,1,470
011-0012100,1,470
011-0012200,1,473
011-0012300,1,475
011-0012400,1,476
011-0012500,1,478
011-0012600,1,478
011-0012602,1,559
011-0012700,1,473
011-0012800,1,475
011-0012896,1,606
011-0012900,1,476
011-0013000,1,481
011-0013100,1,483
011-0013200,1,507
011-0013300,1,494
011-0013323,1,574
011-0013324,1,575
011-0013325,1,577
011-0013326,1,577
011-0013385,1,575
011-0013389,1,563
011-0013390,1,564
011-0013396,1,579
011-0013398,1,580
011-0013399,1,580
011-0013400,1,476
011-0013458,1,564
011-0013459,1,563
011-0013500,1,559
011-0013600,1,483
011-0013700,1,507
011-0013800,1,497
011-0013854,1,573
011-0013855,1,573
011-0013856,1,619
011-0013857,1,573
011-0013869,1,577
011-0013875,1,579
011-0013876,1,578
011-0013877,1,579
011-0013878,1,579
011-0013900,1,492
011-0013901,1,580
011-0013905,1,580
011-0013909,1,580
011-0013910,1,580
011-0013911,1,580
011-0013915,1,583
011-0013951,1,583
011-0014000,1,600
011-0014001,1,591
011-0014002,1,587
011-0014100,1,512
011-0014200,1,591
011-0014300,1,588
011-0014400,3.3,515
011-0014500,1,598
011-0014600,12,615
011-0014700,1,601
011-0014800,1,576
011-0014900,1,598
011-0015000,1,620
011-0015100,1,620
011-0015200,1,619
011-0015300,12,592
011-0015400,1,576
011-0015500,1,436
011-0015600,1,610
011-0015700,12,577
011-0015800,1,541
011-0015900,12,583
011-0016000,1,554
011-0016100,1,541
011-0016200,1,598
011-0016300,1,610
011-0016400,1,600
011-0016500,1,437
011-0016600,1,597
011-0016700,1,559
011-0016800,1,497
011-0016900,1,600
011-0017000,1,462
011-0017100,1,621
011-0017200,1,496
011-0017300,1,464
011-0017400,1,600
011-0017500,1,437
011-0017600,1,620
011-0017700,1,553
011-0017800,1,479
011-0017900,1,628
011-0018000,1,541
011-0018100,1,610
011-0018200,1,597
011-0018300,1,478
011-0018400,1,628
011-0018500,1,628
011-0018600,1,607
011-0018700,1,628
011-0018800,1,628
011-0018900,1,619
011-0019000,1,627
011-0019100,1,628
011-0019200,1,541
011-0019300,1,498
011-0019400,1,461
011-0019500,1,601
011-0019600,1,501
011-0019700,1,439
011-0019745,1,607
011-0019800,1,460
011-0019900,1,548
011-0020000,1,628
011-0020100,1,438
011-0020200,1,598
011-0020300,1,548
011-0020400,1,438
011-0020500,1,596
011-0020600,1,610
011-0020700,1,568
011-0020800,1,610
011-0020900,1,597
011-0021000,1,588
011-0021100,1,586
011-0021200,1,610
011-0021300,1,602
011-0021400,1,496
011-0021500,1,560
011-0021600,1,563
011-0021700,1,628
011-0021773,1,588
011-0021800,1,627
011-0021900,1,619
011-0022000,1,464
011-0022100,1,464
011-0022200,3.3,519
011-0022222,1,585
011-0022300,1,622
011-0022307,1,589
011-0022400,1,440
011-0022500,1,588
011-0022600,1,591
011-0022700,1,477
011-0022800,1,575
011-0022900,1,594
011-0023000,1,604
011-0023100,1,563
011-0023200,1,588
011-0023300,1,628
011-0023400,1,620
011-0023500,1,627
011-0023600,1,628
011-0023700,1,621
011-0023800,1,628
011-0023900,1,595
011-0024000,1,439
011-0024100,1,588
011-0024200,1,620
011-0024300,1,554
011-0024400,1,615
011-0024500,1,578
011-0024600,1,567
011-0024700,1,636
011-0024800,1,559
011-0024900,1,439
011-0025000,1,547
011-0025100,1,622
011-0025200,1,628
011-0025222,1,573
011-0025300,1,450
011-0025400,1,530
011-0025500,1,630
011-0025600,1,628
011-0025700,1,628
011-0025800,1,438
011-0025900,1,604
011-0026000,1,439
011-0026002,1,564
011-0026003,1,560
011-0026004,1,565
011-0026005,1,560
011-0026006,1,560
011-0026015,1,563
011-0026016,1,563
011-0026100,1,628
011-0026200,1,628
011-0026300,1,553
011-0026400,1,530
011-0026500,1,610
011-0026600,1,610
011-0026700,1,628
011-0026800,1,541
011-0026900,1,620
011-0027000,1,452
011-0027100,1,613
011-0027200,1,452
011-0027300,1,568
011-0027400,1,578
011-0027500,1,600
011-0027600,1,541
011-0027700,1,620
011-0027800,1,463
011-0027900,1,611
011-0028000,1,464
011-0028100,1,628
011-0028200,1,620
011-0028300,1,530
011-0028400,1,628
011-0028500,1,619
011-0028600,1,620
011-0028700,1,620
011-0028800,1,610
011-0028900,1,613
011-0029000,1,601
011-0029100,1,548
011-0029200,1,620
011-0029300,1,633
011-0029400,1,559
011-0029500,1,555
011-0029600,1,628
011-0029700,1,543
011-0029800,1,573
011-0029900,1,559
011-0030000,1,628
011-0030100,1,463
011-0030200,1,620
011-0030300,1,563
011-0030400,1,460
011-0030500,1,461
011-0030600,1,629
011-0030700,1,598
011-0030800,1,560
011-0030900,1,554
011-0031000,1,620
011-0031100,1,604
011-0031200,1,554
011-0031300,1,452
011-0031400,1,554
011-0031500,1,601
011-0031600,1,554
011-0031700,1,514
011-0031800,1,451
011-0031900,1,604
011-0032000,1,449
011-0032100,1,450
011-0032200,1,602
011-0032300,1,564
011-0032400,1,586
011-0032500,1,604
011-0032600,1,593
011-0032700,1,596
011-0032800,1,610
011-0032900,1,559
011-0033000,1,594
011-0033100,1,467
011-0033200,1,463
011-0033300,1,544
011-0033400,1,475
011-0033500,1,597
011-0033600,1,605
011-0033700,1,598
011-0033800,1,592
011-0033900,1,600
011-0034000,1,547
011-0034100,1,449
011-0034200,1,602
011-0034300,1,449
011-0034400,1,455
011-0034500,1,456
011-0034600,1,456
011-0034700,1,466
011-0034800,1,591
011-0034900,1,481
011-0035000,1,620
011-0035100,1,449
011-0035200,1,628
011-0035300,1,601
011-0035400,1,600
011-0035500,1,632
011-0035600,1,610
011-0035700,1,594
011-0035800,1,594
011-0035900,1,610
011-0036000,1,461
011-0036100,1,451
011-0036200,1,604
011-0036300,1,627
011-0036400,1,586
011-0036500,1,610
011-0036600,1,610
011-0036700,1,586
011-0036800,1,567
011-0036900,1,629
011-0037000,1,627
011-0037100,1,619
011-0037200,1,588
011-0037300,1,596
011-0037400,1,610
011-0037500,1,575
011-0037600,1,452
011-0037700,1,597
011-0037800,1,619
011-0037900,1,541
011-0038000,1,629
011-0038100,1,453
011-0038200,1,571
011-0038300,1,600
011-0038400,1,610
011-0038500,1,454
011-0038600,1,575
011-0038700,1,456
011-0038800,1,596
011-0038900,1,452
011-0039000,1,568
011-0039100,1,619
011-0039200,1,610
011-0039300,1,548
011-0039400,1,575
011-0039500,1,548
011-0039600,1,559
011-0039700,1,541
011-0039800,1,604
011-0039900,1,575
011-0040000,1,541
011-0040001,1,637
011-0040100,1,610
011-0040200,1,543
011-0040300,1,597
011-0040400,1,464
011-0040500,1,455
011-0040600,1,457
011-0040700,1,610
011-0040800,1,590
011-0040900,1,462
011-0041000,1,563
011-0041100,1,613
